Actual_Traffic,Predicted_Traffic,UPF_Config,Energy_Wh_Actual,QoS_Score_Actual
364.17914,181.62831,"('DPDK', 1)",0.20544390380382538,0.974484384059906
332.8105,195.69612,"('DPDK', 1)",0.2054164856672287,0.9747412800788879
365.72552,207.85478,"('DPDK', 1)",0.20544518530368805,0.9744670987129211
302.6668,220.48029,"('DPDK', 1)",0.20538759231567383,0.9749462008476257
331.95566,225.73328,"('DPDK', 1)",0.20541569590568542,0.9747480154037476
336.08884,229.12688,"('DPDK', 1)",0.20541946589946747,0.9747199416160583
309.27673,231.0214,"('DPDK', 1)",0.20539416372776031,0.9748959541320801
295.21872,229.198,"('DPDK', 1)",0.20538000762462616,0.974999189376831
275.668,224.33305,"('DPDK', 1)",0.20535917580127716,0.9751445651054382
244.0287,216.57713,"('DPDK', 1)",0.2053186297416687,0.9753122329711914
160.53145,205.35156,"('DPDK', 1)",0.20517577230930328,0.9752492308616638
160.71133,186.3285,"('DPDK', 1)",0.20517617464065552,0.975250780582428
157.0701,165.34459,"('DPDK', 1)",0.20516790449619293,0.9752487540245056
154.244,145.65286,"('DPDK', 1)",0.20516134798526764,0.9752436876296997
136.81113,128.06458,"('DPDK', 1)",0.20511452853679657,0.975161075592041
126.43498,112.45508,"('DPDK', 1)",0.2050788551568985,0.9750683903694153
98.2447,99.26164,"('DPDK', 1)",0.204946830868721,0.9748924970626831
83.880226,86.891174,"('OAI', 1)",0.1891704648733139,0.9302535653114319
85.43559,75.52336,"('OAI', 1)",0.19307947158813477,0.929842472076416
65.63837,66.09406,"('OAI', 1)",0.1511140763759613,0.9351592063903809
62.175,57.695076,"('OAI', 1)",0.14350101351737976,0.9358612298965454
61.911446,51.153027,"('OAI', 1)",0.14285209774971008,0.9358461499214172
65.129135,46.536804,"('OAI', 1)",0.15002799034118652,0.9353035092353821
38.70569,43.814198,"('OAI', 1)",0.07744943350553513,0.9328182339668274
40.42183,41.00074,"('OAI', 1)",0.08087226003408432,0.9332758188247681
30.927319,38.78989,"('OAI', 1)",0.0577789731323719,0.9278846979141235
30.075228,36.71226,"('OAI', 1)",0.05702527239918709,0.9272772073745728
24.1078,35.06571,"('OAI', 1)",0.05900733545422554,0.9225593209266663
24.730207,33.719078,"('OAI', 1)",0.061958689242601395,0.9231364130973816
21.124332,32.924942,"('OAI', 1)",0.04997851327061653,0.9207010865211487
23.100521,32.533653,"('OAI', 1)",0.05541231110692024,0.9215840101242065
32.196175,32.73537,"('OAI', 1)",0.062151748687028885,0.9287486672401428
42.098076,34.102688,"('OAI', 1)",0.08652319759130478,0.9335293769836426
39.22251,37.13358,"('OAI', 1)",0.07753639668226242,0.9330810904502869
27.164865,40.821266,"('OAI', 1)",0.05768640711903572,0.9251723885536194
34.475304,43.79078,"('OAI', 1)",0.07048975676298141,0.930245578289032
25.93506,46.81943,"('OAI', 1)",0.06103586032986641,0.9242063164710999
29.580711,49.89114,"('OAI', 1)",0.05684124305844307,0.9269354343414307
47.99836,53.12534,"('OAI', 1)",0.10709816962480545,0.9344441890716553
70.49388,57.159122,"('OAI', 1)",0.16063188016414642,0.9338476061820984
90.06549,62.740284,"('OAI', 1)",0.20396114885807037,0.9287272691726685
83.12714,69.42563,"('OAI', 1)",0.18723157048225403,0.9304466843605042
97.02323,75.508286,"('DPDK', 1)",0.2049403339624405,0.9748762845993042
80.496445,82.04031,"('OAI', 1)",0.1810111105442047,0.9311312437057495
97.226845,87.42571,"('DPDK', 1)",0.20494142174720764,0.9748806357383728
92.727,92.35304,"('DPDK', 1)",0.20491938292980194,0.9748325347900391
101.9575,96.12636,"('DPDK', 1)",0.20496612787246704,0.9749300479888916
119.30823,99.48097,"('DPDK', 1)",0.20504790544509888,0.9749975204467773
88.71131,103.42039,"('OAI', 1)",0.20091839134693146,0.9290467500686646
69.21647,105.04396,"('OAI', 1)",0.15822584927082062,0.9341727495193481
83.45688,103.74762,"('OAI', 1)",0.18807731568813324,0.9303463101387024
78.56983,101.90057,"('OAI', 1)",0.17654849588871002,0.9316543936729431
88.632385,99.52343,"('OAI', 1)",0.20072904229164124,0.9290658235549927
75.12909,97.794785,"('OAI', 1)",0.16906411945819855,0.9326167702674866
75.80483,95.653244,"('OAI', 1)",0.1704336255788803,0.932427167892456
81.228355,93.57291,"('OAI', 1)",0.18271273374557495,0.9309245347976685
